N bc_time wc_time
4680 0.000002 0.016548
4690 0.000002 0.016621
4700 0.000002 0.016720
4710 0.000003 0.023732
4720 0.000003 0.026935
4730 0.000004 0.018033
4740 0.000002 0.017137
4750 0.000002 0.017419
4760 0.000004 0.017455
4770 0.000002 0.017384
4780 0.000001 0.017465
4790 0.000002 0.017600
4800 0.000002 0.017842
4810 0.000002 0.017534
4820 0.000002 0.017589
4830 0.000003 0.017667
4840 0.000002 0.017779
4850 0.000002 0.017803
4860 0.000003 0.017903
4870 0.000002 0.017951
4880 0.000002 0.018025
4890 0.000003 0.018105
4900 0.000003 0.018173
4910 0.000002 0.018229
4920 0.000002 0.018264
4930 0.000003 0.018394
4940 0.000003 0.018495
4950 0.000002 0.018575
4960 0.000003 0.018617
4970 0.000002 0.018698
4980 0.000002 0.018827
4990 0.000002 0.018920
5000 0.000002 0.018893
5010 0.000003 0.020147
5020 0.000002 0.019132
5030 0.000002 0.019152
5040 0.000002 0.019220
5050 0.000002 0.019276
5060 0.000003 0.019337
5070 0.000003 0.019394
5080 0.000003 0.019590
5090 0.000002 0.019604
5100 0.000002 0.019678
5110 0.000002 0.019767
5120 0.000002 0.019830
5130 0.000002 0.019936
5140 0.000003 0.020017
5150 0.000002 0.020059
5160 0.000002 0.020161
5170 0.000003 0.020171
5180 0.000002 0.020295
5190 0.000003 0.020382
5200 0.000002 0.020356
5210 0.000003 0.020556
5220 0.000003 0.020594
5230 0.000002 0.020726
5240 0.000003 0.020767
5250 0.000003 0.020844
5260 0.000003 0.020926
5270 0.000003 0.020987
5280 0.000002 0.032851
5290 0.000003 0.022210
5300 0.000003 0.021454
5310 0.000003 0.021302
5320 0.000003 0.021352
5330 0.000002 0.021372
5340 0.000003 0.021483
5350 0.000002 0.021619
5360 0.000003 0.021663
5370 0.000003 0.021752
5380 0.000003 0.021856
5390 0.000003 0.021972
5400 0.000002 0.022015
5410 0.000002 0.022079
5420 0.000002 0.022097
5430 0.000002 0.022290
5440 0.000002 0.022453
5450 0.000003 0.022419
5460 0.000002 0.022605
5470 0.000003 0.022809
5480 0.000002 0.022800
5490 0.000002 0.022780
5500 0.000003 0.023002
5510 0.000002 0.023004
5520 0.000002 0.023115
5530 0.000004 0.023556
5540 0.000003 0.023230
5550 0.000002 0.023241
5560 0.000002 0.023285
5570 0.000002 0.023398
5580 0.000003 0.023474
5590 0.000003 0.023533
5600 0.000002 0.023686
5610 0.000003 0.023779
5620 0.000003 0.023853
5630 0.000003 0.023960
5640 0.000003 0.023980
5650 0.000003 0.024061
5660 0.000003 0.024189
5670 0.000003 0.024219
5680 0.000003 0.024362
5690 0.000003 0.024551
5700 0.000003 0.024506
5710 0.000003 0.024644
5720 0.000003 0.024672
5730 0.000003 0.024842
5740 0.000002 0.024915
5750 0.000003 0.024961
5760 0.000002 0.025061
5770 0.000003 0.025232
5780 0.000003 0.025274
5790 0.000002 0.025353
5800 0.000003 0.025393
5810 0.000002 0.025526
5820 0.000003 0.025574
5830 0.000003 0.025675
5840 0.000003 0.025740
5850 0.000003 0.025857
5860 0.000003 0.025937
5870 0.000003 0.026036
5880 0.000003 0.026147
5890 0.000003 0.026203
5900 0.000003 0.026261
5910 0.000003 0.026437
5920 0.000003 0.026556
5930 0.000003 0.026622
5940 0.000003 0.026705
5950 0.000003 0.026824
5960 0.000003 0.026997
5970 0.000003 0.026961
5980 0.000003 0.027024
5990 0.000003 0.027179
6000 0.000003 0.027220
6010 0.000003 0.027293
6020 0.000003 0.027391
6030 0.000003 0.027512
6040 0.000003 0.027613
6050 0.000003 0.027631
6060 0.000003 0.027860
6070 0.000003 0.027838
6080 0.000003 0.027977
6090 0.000003 0.028009
6100 0.000003 0.028148
6110 0.000003 0.028201
6120 0.000003 0.028328
6130 0.000003 0.028385
6140 0.000003 0.028603
