N  Time  average_ob  max_ob  min_ob 
1150 0.0000002313 575.5000000000 1150 1 
1151 0.0000002146 576.0000000000 1151 1 
1152 0.0000002300 576.5000000000 1152 1 
1153 0.0000002229 577.0000000000 1153 1 
1154 0.0000002158 577.5000000000 1154 1 
1155 0.0000002277 578.0000000000 1155 1 
1156 0.0000002215 578.5000000000 1156 1 
1157 0.0000002247 579.0000000000 1157 1 
1158 0.0000002159 579.5000000000 1158 1 
1159 0.0000002200 580.0000000000 1159 1 
1160 0.0000002259 580.5000000000 1160 1 
1161 0.0000002171 581.0000000000 1161 1 
1162 0.0000002169 581.5000000000 1162 1 
1163 0.0000002236 582.0000000000 1163 1 
1164 0.0000002174 582.5000000000 1164 1 
1165 0.0000002172 583.0000000000 1165 1 
1166 0.0000002178 583.5000000000 1166 1 
1167 0.0000002228 584.0000000000 1167 1 
1168 0.0000002175 584.5000000000 1168 1 
1169 0.0000002181 585.0000000000 1169 1 
1170 0.0000002188 585.5000000000 1170 1 
1171 0.0000002220 586.0000000000 1171 1 
1172 0.0000002022 586.5000000000 1172 1 
1173 0.0000002020 587.0000000000 1173 1 
1174 0.0000002036 587.5000000000 1174 1 
1175 0.0000002077 588.0000000000 1175 1 
1176 0.0000002032 588.5000000000 1176 1 
1177 0.0000002031 589.0000000000 1177 1 
1178 0.0000002037 589.5000000000 1178 1 
1179 0.0000002087 590.0000000000 1179 1 
1180 0.0000002085 590.5000000000 1180 1 
1181 0.0000002032 591.0000000000 1181 1 
1182 0.0000002039 591.5000000000 1182 1 
1183 0.0000002088 592.0000000000 1183 1 
1184 0.0000002044 592.5000000000 1184 1 
1185 0.0000002042 593.0000000000 1185 1 
1186 0.0000002049 593.5000000000 1186 1 
1187 0.0000002098 594.0000000000 1187 1 
1188 0.0000001919 594.5000000000 1188 1 
1189 0.0000001968 595.0000000000 1189 1 
1190 0.0000001924 595.5000000000 1190 1 
1191 0.0000001973 596.0000000000 1191 1 
1192 0.0000001930 596.5000000000 1192 1 
1193 0.0000001928 597.0000000000 1193 1 
1194 0.0000001926 597.5000000000 1194 1 
1195 0.0000002033 598.0000000000 1195 1 
1196 0.0000001931 598.5000000000 1196 1 
1197 0.0000001938 599.0000000000 1197 1 
1198 0.0000001945 599.5000000000 1198 1 
1199 0.0000001943 600.0000000000 1199 1 
1200 0.0000001942 600.5000000000 1200 1 
1201 0.0000001990 601.0000000000 1201 1 
1202 0.0000001947 601.5000000000 1202 1 
1203 0.0000001978 602.0000000000 1203 1 
1204 0.0000001852 602.5000000000 1204 1 
1205 0.0000001959 603.0000000000 1205 1 
1206 0.0000001857 603.5000000000 1206 1 
1207 0.0000001856 604.0000000000 1207 1 
1208 0.0000001904 604.5000000000 1208 1 
1209 0.0000001861 605.0000000000 1209 1 
1210 0.0000001868 605.5000000000 1210 1 
1211 0.0000001858 606.0000000000 1211 1 
1212 0.0000001906 606.5000000000 1212 1 
1213 0.0000001921 607.0000000000 1213 1 
1214 0.0000001862 607.5000000000 1214 1 
1215 0.0000001942 608.0000000000 1215 1 
1216 0.0000001916 608.5000000000 1216 1 
1217 0.0000001947 609.0000000000 1217 1 
1218 0.0000001872 609.5000000000 1218 1 
1219 0.0000001879 610.0000000000 1219 1 
1220 0.0000001893 610.5000000000 1220 1 
1221 0.0000001802 611.0000000000 1221 1 
1222 0.0000001800 611.5000000000 1222 1 
1223 0.0000001799 612.0000000000 1223 1 
1224 0.0000001838 612.5000000000 1224 1 
1225 0.0000001845 613.0000000000 1225 1 
1226 0.0000001803 613.5000000000 1226 1 
1227 0.0000001801 614.0000000000 1227 1 
1228 0.0000001808 614.5000000000 1228 1 
1229 0.0000001847 615.0000000000 1229 1 
1230 0.0000001813 615.5000000000 1230 1 
1231 0.0000001836 616.0000000000 1231 1 
1232 0.0000001810 616.5000000000 1232 1 
1233 0.0000001849 617.0000000000 1233 1 
1234 0.0000001815 617.5000000000 1234 1 
1235 0.0000001822 618.0000000000 1235 1 
1236 0.0000001820 618.5000000000 1236 1 
1237 0.0000001819 619.0000000000 1237 1 
1238 0.0000001793 619.5000000000 1238 1 
1239 0.0000001751 620.0000000000 1239 1 
1240 0.0000001758 620.5000000000 1240 1 
1241 0.0000001757 621.0000000000 1241 1 
1242 0.0000001795 621.5000000000 1242 1 
1243 0.0000001826 622.0000000000 1243 1 
1244 0.0000001760 622.5000000000 1244 1 
1245 0.0000001767 623.0000000000 1245 1 
1246 0.0000001798 623.5000000000 1246 1 
1247 0.0000001877 624.0000000000 1247 1 
1248 0.0000001771 624.5000000000 1248 1 
1249 0.0000001769 625.0000000000 1249 1 
1250 0.0000001768 625.5000000000 1250 1 
1251 0.0000001807 626.0000000000 1251 1 
1252 0.0000001781 626.5000000000 1252 1 
1253 0.0000001780 627.0000000000 1253 1 
1254 0.0000001770 627.5000000000 1254 1 
1255 0.0000001737 628.0000000000 1255 1 
1256 0.0000001696 628.5000000000 1256 1 
1257 0.0000001695 629.0000000000 1257 1 
1258 0.0000001701 629.5000000000 1258 1 
1259 0.0000001708 630.0000000000 1259 1 
1260 0.0000001738 630.5000000000 1260 1 
1261 0.0000001705 631.0000000000 1261 1 
1262 0.0000001712 631.5000000000 1262 1 
1263 0.0000001710 632.0000000000 1263 1 
1264 0.0000001741 632.5000000000 1264 1 
1265 0.0000001708 633.0000000000 1265 1 
1266 0.0000001714 633.5000000000 1266 1 
1267 0.0000001713 634.0000000000 1267 1 
1268 0.0000001711 634.5000000000 1268 1 
1269 0.0000001749 635.0000000000 1269 1 
1270 0.0000001724 635.5000000000 1270 1 
1271 0.0000001762 636.0000000000 1271 1 
1272 0.0000001682 636.5000000000 1272 1 
1273 0.0000001681 637.0000000000 1273 1 
1274 0.0000001648 637.5000000000 1274 1 
1275 0.0000001671 638.0000000000 1275 1 
1276 0.0000001654 638.5000000000 1276 1 
1277 0.0000001738 639.0000000000 1277 1 
1278 0.0000001706 639.5000000000 1278 1 
1279 0.0000001658 640.0000000000 1279 1 
1280 0.0000001656 640.5000000000 1280 1 
1281 0.0000001663 641.0000000000 1281 1 
1282 0.0000001700 641.5000000000 1282 1 
1283 0.0000001660 642.0000000000 1283 1 
1284 0.0000001659 642.5000000000 1284 1 
1285 0.0000001665 643.0000000000 1285 1 
1286 0.0000001664 643.5000000000 1286 1 
1287 0.0000001694 644.0000000000 1287 1 
1288 0.0000001669 644.5000000000 1288 1 
1289 0.0000001668 645.0000000000 1289 1 
1290 0.0000001729 645.5000000000 1290 1 
1291 0.0000001704 646.0000000000 1291 1 
1292 0.0000001672 646.5000000000 1292 1 
1293 0.0000001671 647.0000000000 1293 1 
1294 0.0000001708 647.5000000000 1294 1 
1295 0.0000001737 648.0000000000 1295 1 
1296 0.0000001682 648.5000000000 1296 1 
1297 0.0000001681 649.0000000000 1297 1 
1298 0.0000001680 649.5000000000 1298 1 
1299 0.0000001678 650.0000000000 1299 1 
1300 0.0000001792 650.5000000000 1300 1 
1301 0.0000001683 651.0000000000 1301 1 
1302 0.0000001682 651.5000000000 1302 1 
1303 0.0000001681 652.0000000000 1303 1 
1304 0.0000001718 652.5000000000 1304 1 
1305 0.0000001732 653.0000000000 1305 1 
1306 0.0000001685 653.5000000000 1306 1 
1307 0.0000001668 654.0000000000 1307 1 
1308 0.0000001567 654.5000000000 1308 1 
1309 0.0000001604 655.0000000000 1309 1 
1310 0.0000001573 655.5000000000 1310 1 
1311 0.0000001579 656.0000000000 1311 1 
1312 0.0000001578 656.5000000000 1312 1 
1313 0.0000001615 657.0000000000 1313 1 
1314 0.0000001575 657.5000000000 1314 1 
1315 0.0000001582 658.0000000000 1315 1 
1316 0.0000001581 658.5000000000 1316 1 
1317 0.0000001579 659.0000000000 1317 1 
1318 0.0000001616 659.5000000000 1318 1 
1319 0.0000001698 660.0000000000 1319 1 
1320 0.0000001598 660.5000000000 1320 1 
1321 0.0000001590 661.0000000000 1321 1 
1322 0.0000001589 661.5000000000 1322 1 
1323 0.0000001618 662.0000000000 1323 1 
1324 0.0000001594 662.5000000000 1324 1 
1325 0.0000001592 663.0000000000 1325 1 
1326 0.0000001576 663.5000000000 1326 1 
1327 0.0000001628 664.0000000000 1327 1 
1328 0.0000001581 664.5000000000 1328 1 
1329 0.0000001573 665.0000000000 1329 1 
